eventID,occurrenceID,measurementID,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementUnitID
SOC-ALB-2024-4-25,,SOC-ALB-2024-4-25-hours_fished-18,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,21,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-6-28,,SOC-ALB-2023-6-28-hours_fished-19,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,8,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-8-7,,SOC-ALB-2024-8-7-hours_fished-20,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,18,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-6-12,,SOC-ALB-2024-6-12-hours_fished-21,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,15,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-6-14,,SOC-ALB-2024-6-14-hours_fished-22,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,15,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-8-5,,SOC-ALB-2024-8-5-hours_fished-23,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,9,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-5-23,,SOC-ALB-2024-5-23-hours_fished-24,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,17,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-5-9,,SOC-ALB-2024-5-9-hours_fished-25,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,17,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-5-27,,SOC-ALB-2023-5-27-hours_fished-26,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,17,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-8-23,,SOC-ALB-2023-8-23-hours_fished-27,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,10.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-4-21,,SOC-ALB-2024-4-21-hours_fished-28,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,21,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-6-28,,SOC-ALB-2024-6-28-hours_fished-29,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,15,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-6-30,,SOC-ALB-2024-6-30-hours_fished-30,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,15,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-8-3,,SOC-ALB-2023-8-3-hours_fished-31,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,9.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-8-5,,SOC-ALB-2023-8-5-hours_fished-32,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,9.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-7-8,,SOC-ALB-2023-7-8-hours_fished-33,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,8.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-7-10,,SOC-ALB-2023-7-10-hours_fished-34,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,8.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-7-12,,SOC-ALB-2023-7-12-hours_fished-35,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,8.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-6-16,,SOC-ALB-2024-6-16-hours_fished-36,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,15,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-5-7,,SOC-ALB-2024-5-7-hours_fished-37,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,19,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-7-16,,SOC-ALB-2023-7-16-hours_fished-38,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,8.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-5-17,,SOC-ALB-2024-5-17-hours_fished-39,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,17,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-5-15,,SOC-ALB-2024-5-15-hours_fished-40,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,17,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-5-25,,SOC-ALB-2023-5-25-hours_fished-41,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,17,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-4-29,,SOC-ALB-2023-4-29-hours_fished-42,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,20,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-5-1,,SOC-ALB-2023-5-1-hours_fished-43,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,20,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-5-3,,SOC-ALB-2023-5-3-hours_fished-44,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,19,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-5-5,,SOC-ALB-2023-5-5-hours_fished-45,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,19,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-4-27,,SOC-ALB-2024-4-27-hours_fished-46,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,19,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-4-29,,SOC-ALB-2024-4-29-hours_fished-47,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,19,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-8-11,,SOC-ALB-2024-8-11-hours_fished-48,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,18,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-7-14,,SOC-ALB-2023-7-14-hours_fished-49,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,8.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-7-21,,SOC-ALB-2024-7-21-hours_fished-50,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,8.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-7-25,,SOC-ALB-2024-7-25-hours_fished-51,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,17,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-4-19,,SOC-ALB-2024-4-19-hours_fished-52,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,21,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-5-23,,SOC-ALB-2023-5-23-hours_fished-53,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,18,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-6-26,,SOC-ALB-2024-6-26-hours_fished-54,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,15,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-7-30,,SOC-ALB-2023-7-30-hours_fished-55,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,8.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-8-1,,SOC-ALB-2023-8-1-hours_fished-56,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,9.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-7-26,,SOC-ALB-2023-7-26-hours_fished-57,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,8.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-8-7,,SOC-ALB-2023-8-7-hours_fished-58,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,9.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-7-6,,SOC-ALB-2024-7-6-hours_fished-59,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,16,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-7-11,,SOC-ALB-2024-7-11-hours_fished-60,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,8,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-5-5,,SOC-ALB-2024-5-5-hours_fished-61,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,19,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-5-15,,SOC-ALB-2023-5-15-hours_fished-62,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,18,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-5-17,,SOC-ALB-2023-5-17-hours_fished-63,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,18,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-5-11,,SOC-ALB-2024-5-11-hours_fished-64,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,17,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-5-13,,SOC-ALB-2024-5-13-hours_fished-65,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,17,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-4-17,,SOC-ALB-2024-4-17-hours_fished-66,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,21,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-4-27,,SOC-ALB-2023-4-27-hours_fished-67,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,20,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-6-24,,SOC-ALB-2024-6-24-hours_fished-68,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,15,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-7-28,,SOC-ALB-2023-7-28-hours_fished-69,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,8.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-7-24,,SOC-ALB-2023-7-24-hours_fished-70,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,8.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-7-15,,SOC-ALB-2024-7-15-hours_fished-71,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,8,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-5-7,,SOC-ALB-2023-5-7-hours_fished-72,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,19,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-5-1,,SOC-ALB-2024-5-1-hours_fished-73,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,19,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-7-13,,SOC-ALB-2024-7-13-hours_fished-74,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,8,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-5-21,,SOC-ALB-2023-5-21-hours_fished-75,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,18,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-7-17,,SOC-ALB-2024-7-17-hours_fished-76,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,8,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-6-18,,SOC-ALB-2024-6-18-hours_fished-77,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,15,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-6-20,,SOC-ALB-2024-6-20-hours_fished-78,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,15,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-5-3,,SOC-ALB-2024-5-3-hours_fished-79,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,19,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-6-22,,SOC-ALB-2024-6-22-hours_fished-80,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,15,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-7-20,,SOC-ALB-2023-7-20-hours_fished-81,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,8.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-7-22,,SOC-ALB-2023-7-22-hours_fished-82,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,8.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-8-21,,SOC-ALB-2023-8-21-hours_fished-83,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,9.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-5-13,,SOC-ALB-2023-5-13-hours_fished-84,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,10,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-8-13,,SOC-ALB-2023-8-13-hours_fished-85,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,9.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2024-7-19,,SOC-ALB-2024-7-19-hours_fished-86,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,8.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-8-15,,SOC-ALB-2023-8-15-hours_fished-87,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,9.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-7-18,,SOC-ALB-2023-7-18-hours_fished-88,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,8.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-4-25,,SOC-ALB-2023-4-25-hours_fished-89,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,10,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-4-23,,SOC-ALB-2023-4-23-hours_fished-90,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,21,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-8-9,,SOC-ALB-2023-8-9-hours_fished-91,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,9.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-8-11,,SOC-ALB-2023-8-11-hours_fished-92,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,9.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-5-11,,SOC-ALB-2023-5-11-hours_fished-93,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,18,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-5-19,,SOC-ALB-2023-5-19-hours_fished-94,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,18,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-8-19,,SOC-ALB-2023-8-19-hours_fished-95,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,9.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-4-21,,SOC-ALB-2023-4-21-hours_fished-96,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,21,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-4-17,,SOC-ALB-2023-4-17-hours_fished-97,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,21,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-5-9,,SOC-ALB-2023-5-9-hours_fished-98,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,19,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-4-19,,SOC-ALB-2023-4-19-hours_fished-99,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,21,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-ALB-2023-8-17,,SOC-ALB-2023-8-17-hours_fished-100,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,9.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-BAM-2023-6-16,,SOC-BAM-2023-6-16-hours_fished-101,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,16,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-BAM-2023-6-14,,SOC-BAM-2023-6-14-hours_fished-102,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,16,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-BAM-2023-6-12,,SOC-BAM-2023-6-12-hours_fished-103,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,8,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-BAM-2023-8-23,,SOC-BAM-2023-8-23-hours_fished-104,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,10.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-BAM-2023-8-20,,SOC-BAM-2023-8-20-hours_fished-105,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,9.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-BAM-2023-6-18,,SOC-BAM-2023-6-18-hours_fished-106,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,16,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-BAM-2023-8-14,,SOC-BAM-2023-8-14-hours_fished-107,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,19,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-BAM-2023-8-18,,SOC-BAM-2023-8-18-hours_fished-108,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,9.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-BAM-2023-6-11,,SOC-BAM-2023-6-11-hours_fished-109,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,16,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-BAM-2023-7-28,,SOC-BAM-2023-7-28-hours_fished-110,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,17,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-BAM-2023-6-6,,SOC-BAM-2023-6-6-hours_fished-111,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,17,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-BAM-2023-5-20,,SOC-BAM-2023-5-20-hours_fished-112,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,9,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-BAM-2023-8-21,,SOC-BAM-2023-8-21-hours_fished-113,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,9.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-BAM-2023-5-26,,SOC-BAM-2023-5-26-hours_fished-114,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,8.5,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-BAM-2023-7-5,,SOC-BAM-2023-7-5-hours_fished-115,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,17,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-BAM-2023-7-3,,SOC-BAM-2023-7-3-hours_fished-116,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,24,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-BAM-2023-6-20,,SOC-BAM-2023-6-20-hours_fished-117,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,16,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-BAM-2023-6-4,,SOC-BAM-2023-6-4-hours_fished-118,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,17,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
SOC-BAM-2023-5-17,,SOC-BAM-2023-5-17-hours_fished-119,hours_fished,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01,9,,hours,http://vocab.nerc.ac.uk/collection/P06/current/UHOR/
